Date,2008_M1,2008_M10,2008_M11,2008_M12,2008_M2,2008_M3,2008_M4,2008_M5,2008_M6,2008_M7,2008_M8,2008_M9,2008_Q1,2008_Q2,2008_Q3,2008_Q4,2009_M1,2009_M10,2009_M11,2009_M12,2009_M2,2009_M3,2009_M4,2009_M5,2009_M6,2009_M7,2009_M8,2009_M9,2009_Q1,2009_Q2,2009_Q3,2009_Q4,2009_Y,2010_M1,2010_M10,2010_M11,2010_M12,2010_M2,2010_M3,2010_M4,2010_M5,2010_M6,2010_M7,2010_M8,2010_M9,2010_Q1,2010_Q2,2010_Q3,2010_Q4,2010_Y,2011_M1,2011_M10,2011_M11,2011_M12,2011_M2,2011_M3,2011_M4,2011_M5,2011_M6,2011_M7,2011_M8,2011_M9,2011_Q1,2011_Q2,2011_Q3,2011_Q4,2011_Y,2012_M1,2012_M10,2012_M11,2012_M12,2012_M2,2012_M3,2012_M4,2012_M5,2012_M6,2012_M7,2012_M8,2012_M9,2012_Q1,2012_Q2,2012_Q3,2012_Q4,2012_Y,2013_M1,2013_M10,2013_M11,2013_M12,2013_M2,2013_M3,2013_M4,2013_M5,2013_M6,2013_M7,2013_M8,2013_M9,2013_Q1,2013_Q2,2013_Q3,2013_Q4,2013_Y,2014_M1,2014_M10,2014_M11,2014_M12,2014_M2,2014_M3,2014_M4,2014_M5,2014_M6,2014_M7,2014_M8,2014_M9,2014_Q1,2014_Q2,2014_Q3,2014_Q4,2014_Y,2015_M1,2015_M10,2015_M11,2015_M12,2015_M2,2015_M3,2015_M4,2015_M5,2015_M6,2015_M7,2015_M8,2015_M9,2015_Q1,2015_Q2,2015_Q3,2015_Q4,2015_Y,2016_M1,2016_M10,2016_M11,2016_M12,2016_M2,2016_M3,2016_M4,2016_M5,2016_M6,2016_M7,2016_M8,2016_M9,2016_Q1,2016_Q2,2016_Q3,2016_Q4,2016_Y,2017_M1,2017_M10,2017_M11,2017_M12,2017_M2,2017_M3,2017_M4,2017_M5,2017_M6,2017_M7,2017_M8,2017_M9,2017_Q1,2017_Q2,2017_Q3,2017_Q4,2017_Y,2018_M1,2018_M10,2018_M11,2018_M12,2018_M2,2018_M3,2018_M4,2018_M5,2018_M6,2018_M7,2018_M8,2018_M9,2018_Q1,2018_Q2,2018_Q3,2018_Q4,2018_Y,2019_M1,2019_M10,2019_M11,2019_M12,2019_M2,2019_M3,2019_M4,2019_M5,2019_M6,2019_M7,2019_M8,2019_M9,2019_Q1,2019_Q2,2019_Q3,2019_Q4,2019_Y,2020_M1,2020_M10,2020_M11,2020_M12,2020_M2,2020_M3,2020_M4,2020_M5,2020_M6,2020_M7,2020_M8,2020_M9,2020_Q1,2020_Q2,2020_Q3,2020_Q4,2020_Y,2021_M1,2021_M10,2021_M11,2021_M12,2021_M2,2021_M3,2021_M4,2021_M5,2021_M6,2021_M7,2021_M8,2021_M9,2021_Q1,2021_Q2,2021_Q3,2021_Q4,2021_Y,2022_M1,2022_M10,2022_M11,2022_M12,2022_M2,2022_M3,2022_M4,2022_M5,2022_M6,2022_M7,2022_M8,2022_M9,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2022_Y,2023_M1,2023_M10,2023_M11,2023_M12,2023_M2,2023_M3,2023_M4,2023_M5,2023_M6,2023_M7,2023_M8,2023_M9,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2023_Y,2024_M1,2024_M2,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2024_Y,2025_Y,2026_Y,2027_Y,2024_M3,2028_Y,2024_M4,2025_Q1,2024_M5,2024_M6,2024_M7,2025_Q2
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,73.38,69.5,,,,,,67.5,58.13,51.5,,,,,,,,,,,,,,49.75,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38,69.5,66.75,,,,,,58.13,51.5,,,,,,,,,,,,,,49.75,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38,69.5,66.75,,,,,,58.13,51.5,,,,,,,,,,,,,,49.75,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38,69.5,66.75,,,,,,58.13,51.5,,,,,,,,,,,,,,49.75,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38,69.5,66.75,,,,,,58.13,51.25,,,,,,,,,,,,,,49.25,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.88,70.0,67.25,,,,,,59.13,52.75,,,,,,,,,,,,,,50.0,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.88,70.0,67.25,,,,,,59.13,52.75,,,,,,,,,,,,,,50.0,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.88,70.0,67.25,,,,,,59.13,52.75,,,,,,,,,,,,,,50.0,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75,70.0,67.25,,,,,,59.13,52.75,,,,,,,,,,,,,,50.0,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75,70.0,67.25,,,,,,59.13,52.75,,,,,,,,,,,,,,50.0,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75,70.0,67.25,,,,,,59.13,52.75,,,,,,,,,,,,,,50.0,,,,48.0,,,,,,,,,,,,,,,,,37.25,,,,,,,,,,,,,,,,,30.25,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75,70.5,67.75,,,,,,59.63,53.25,,,,,,,,,,,,,,50.25,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75,70.5,67.75,,,,,,59.63,53.25,,,,,,,,,,,,,,50.25,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75,70.5,67.75,,,,,,59.63,53.25,,,,,,,,,,,,,,50.25,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75,70.5,67.75,,,,,,59.63,53.25,,,,,,,,,,,,,,50.25,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75,70.5,67.75,,,,,,59.63,53.25,,,,,,,,,,,,,,50.25,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25,71.0,68.25,,,,,,60.38,54.0,,,,,,,,,,,,,,50.75,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25,71.0,68.25,,,,,,60.38,54.0,,,,,,,,,,,,,,50.75,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25,72.25,68.25,,,,,,60.38,54.0,,,,,,,,,,,,,,50.75,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25,72.25,68.25,,,,,,60.38,54.0,,,,,,,,,,,,,,50.75,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25,72.25,68.25,,,,,,60.38,54.0,,,,,,,,,,,,,,50.75,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25,72.25,68.25,,,,,,60.38,54.0,,,,,,,,,,,,,,50.75,,,,48.25,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,69.0,65.38,,,,,61.0,54.5,,,,,,,,,,,,,,51.0,49.38,,,48.5,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.25,70.25,65.38,,,,,61.75,55.25,,,,,,,,,,,,,,51.5,49.38,,,48.5,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.13,,,,,62.0,55.25,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,71.0,66.63,,,,,62.5,55.75,,,,,,,,,,,,,,51.75,49.88,,,49.0,,,,,,,,,,,,,,,,,37.75,,,,,,,,,,,,,,,,,30.75,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
